Year,Month,Date,State,State_Clean,Station,Station_Clean,Monitored,Available,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Coal Stock,Outage,Daily_Capacity_Factor,Zero_Gen_Flag,Zero_Gen_Check_Count,Capacity_Category,
2025,January-2025 ,1/27/2025,Bihar,Bihar,BARAUNI TPSUnit 7,BARAUNI TPS UNIT 7,105,0,0.00,0.00,25.00,105.00,0.00,OK,0,Low Capacity,
2021,September-2021 ,9/3/2021,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 2,SIPAT STPS UNIT 2,660,660,13.50,15.28,4.00,0.00,96.46,OK,0,High Capacity,
2020,February-2020 ,2/5/2020,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,9.90,11.92,9.00,0.00,99.33,OK,0,Low Capacity,
2021,October-2021 ,10/21/2021,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,500,10.23,11.76,8.00,0.00,98.00,OK,0,Low Capacity,
2021,April-2021 ,4/16/2021,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 2,GADARWARA TPP UNIT 2,800,800,8.20,18.24,4.00,0.00,95.00,OK,0,High Capacity,
2019,October-2019 ,10/18/2019,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,9.16,11.67,0.00,0.00,97.25,OK,0,Low Capacity,
2021,December-2021 ,12/26/2021,Chhattisgarh,Chhattisgarh,LARA TPPUnit 2,LARA TPP UNIT 2,800,800,9.87,16.53,19.00,0.00,86.09,OK,0,High Capacity,
2023,April-2023 ,4/26/2023,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 1,KHARGONE STPP UNIT 1,660,660,15.33,9.64,8.00,0.00,60.86,OK,0,High Capacity,
2023,January-2023 ,1/28/2023,Maharashtra,Maharashtra,MAUDA TPSUnit 2,MAUDA TPS UNIT 2,500,500,6.61,10.41,5.00,0.00,86.75,OK,0,Low Capacity,
2024,October-2024 ,10/29/2024,Odisha,Odisha,TALCHER STPSUnit 3,TALCHER STPS UNIT 3,500,500,11.65,10.97,8.00,0.00,91.42,OK,0,Low Capacity,
2024,October-2024 ,10/16/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 5,VINDHYACHAL STPS UNIT 5,210,210,4.90,4.58,10.00,0.00,90.87,OK,0,Low Capacity,
2022,September-2022 ,9/11/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,10.23,11.67,15.00,0.00,97.25,OK,0,Low Capacity,
2018,September-2018 ,9/30/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 4,UNCHAHAR TPS UNIT 4,210,210,3.73,4.83,0.00,0.00,95.83,OK,0,Low Capacity,
2017,October-2017 ,10/30/2017,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,200,4.45,4.04,0.00,0.00,84.17,OK,0,Low Capacity,
2018,October-2018 ,10/17/2018,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,294,2.70,0.00,0.00,137.76,0.00,Check,1,Low Capacity,
2019,October-2019 ,10/23/2019,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 6,RIHAND STPS UNIT 6,500,500,10.42,11.81,6.00,0.00,98.42,OK,0,Low Capacity,
2024,March-2024 ,3/28/2024,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,12.26,11.91,18.00,0.00,99.25,OK,0,Low Capacity,
2017,October-2017 ,10/22/2017,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,3.55,2.39,0.00,0.00,49.79,OK,0,Low Capacity,
2021,March-2021 ,3/16/2021,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,0,1.25,0.00,0.00,657.39,0.00,OK,0,Low Capacity,
2020,Sep-2020,07-Sep-2020,Bihar,,BARH I_Unit 2,BARH I UNIT 2,0,0,0,0,0,0,0,,,,
2024,July-2024 ,7/11/2024,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 4,DADRI (NCTPP) UNIT 4,210,210,4.03,3.33,37.00,0.00,66.07,OK,0,Low Capacity,
2021,May-2021 ,5/20/2021,Odisha,Odisha,TALCHER STPSUnit 2,TALCHER STPS UNIT 2,500,500,9.48,8.47,12.00,0.00,70.58,OK,0,Low Capacity,
2022,July-2022 ,7/15/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 6,VINDHYACHAL STPS UNIT 6,210,210,4.29,4.94,19.00,0.00,98.02,OK,0,Low Capacity,
2019,August-2019 ,8/9/2019,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 2,SIPAT STPS UNIT 2,660,660,13.00,15.85,0.00,0.00,100.06,OK,0,High Capacity,
2023,April-2023 ,4/5/2023,Bihar,Bihar,BARAUNI TPSUnit 6,BARAUNI TPS UNIT 6,105,105,0.00,1.64,7.00,0.00,65.08,OK,0,Low Capacity,
2020,March-2020 ,3/17/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,0,11.03,0.00,22.00,500.00,0.00,OK,0,Low Capacity,
2020,Jan-2020,09-Jan-2020,Bihar,,BARH I_Unit 1,BARH I UNIT 1,0,0,0,0,0,0,0,,,,
2017,September-2017 ,9/1/2017,Telangana,Telangana,RAMAGUNDEM STPSUnit 6,RAMAGUNDEM STPS UNIT 6,500,500,10.23,12.08,0.00,0.00,100.67,OK,0,Low Capacity,
2025,March-2025 ,3/20/2025,Telangana,Telangana,TELANGANA STPP PH-1Unit 2,TELANGANA STPP PH-1 UNIT 2,800,800,12.39,17.30,29.00,0.00,90.10,OK,0,High Capacity,
2025,October-2025 ,10/18/2025,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,10.71,10.13,23.00,0.00,84.42,OK,0,Low Capacity,
2022,December-2022 ,12/26/2022,Odisha,Odisha,TALCHER STPSUnit 3,TALCHER STPS UNIT 3,500,500,9.52,11.14,14.00,0.00,92.83,OK,0,Low Capacity,
2023,November-2023 ,11/25/2023,Maharashtra,Maharashtra,MAUDA TPSUnit 3,MAUDA TPS UNIT 3,660,0,0.00,0.00,9.00,660.00,0.00,OK,0,Low Capacity,
2018,April-2018 ,4/10/2018,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,210,0.00,4.43,0.00,0.00,87.90,OK,0,Low Capacity,
2025,June-2025 ,6/2/2025,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 5,SINGRAULI STPS UNIT 5,200,200,4.53,4.10,20.00,0.00,85.42,OK,0,Low Capacity,
2024,February-2024 ,2/20/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,200,4.76,4.77,13.00,0.00,99.38,OK,0,Low Capacity,
2020,October-2020 ,10/5/2020,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 2,DADRI (NCTPP) UNIT 2,210,0,0.00,0.00,19.00,210.00,0.00,OK,0,Low Capacity,
2025,January-2025 ,1/20/2025,Chhattisgarh,Chhattisgarh,LARA TPPUnit 2,LARA TPP UNIT 2,800,800,18.35,19.29,18.00,0.00,100.47,OK,0,High Capacity,
2020,Nov-2020,30-Nov-2020,Uttarakhand,,TAPOVAN VISHNUGAD HPS,TAPOVAN VISHNUGAD HPS,0,0,3.57,0,0,0,0,,,,
2022,April-2022 ,4/11/2022,Bihar,Bihar,BARH IUnit 1,BARH I UNIT 1,660,660,8.30,15.87,0.00,0.00,100.19,OK,0,High Capacity,
2019,July-2019 ,7/2/2019,Bihar,Bihar,BARH IIUnit 5,BARH II UNIT 5,660,660,14.55,15.09,57.00,0.00,95.27,OK,0,High Capacity,
2021,October-2021 ,10/17/2021,Gujarat,Gujarat,KAWAS CCPP,KAWAS CCPP,656,0,3.13,0.00,0.00,656.20,0.00,OK,0,Low Capacity,
2021,July-2021 ,7/3/2021,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,210,2.71,4.61,4.00,0.00,91.47,OK,0,Low Capacity,
2025,March-2025 ,3/4/2025,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 2,TANDA TPS UNIT 2,110,110,1.90,1.96,16.00,0.00,74.24,OK,0,Low Capacity,
2021,February-2021 ,2/22/2021,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,0,8.46,0.00,42.00,500.00,0.00,OK,0,Low Capacity,
2019,February-2019 ,2/2/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.04,4.69,0.00,0.00,97.71,OK,0,Low Capacity,
2021,November-2021 ,11/16/2021,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,10.07,12.00,9.00,0.00,100.00,OK,0,Low Capacity,
2024,March-2024 ,3/10/2024,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 4,SIPAT STPS UNIT 4,500,500,11.19,11.83,9.00,0.00,98.58,OK,0,Low Capacity,
2019,September-2019 ,9/2/2019,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 3,UNCHAHAR TPS UNIT 3,210,210,3.63,3.02,6.00,0.00,59.92,OK,0,Low Capacity,
2022,July-2022 ,7/23/2022,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,500,10.03,11.40,13.00,0.00,95.00,OK,0,Low Capacity,
2025,June-2025 ,6/4/2025,Karnataka,Karnataka,KUDGI STPPUnit 3,KUDGI STPP UNIT 3,800,800,12.70,12.83,17.00,0.00,66.82,OK,0,High Capacity,
2019,April-2019 ,4/17/2019,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 5,VINDHYACHAL STPS UNIT 5,210,210,4.53,3.61,19.00,0.00,71.63,OK,0,Low Capacity,
2019,Aug-2019,12-Aug-2019,Odisha,,DARLIPALI STPS_Unit 2,DARLIPALI STPS UNIT 2,0,0,0,0,0,0,0,,,,
2022,December-2022 ,12/5/2022,Chhattisgarh,Chhattisgarh,LARA TPPUnit 1,LARA TPP UNIT 1,800,800,14.84,16.99,12.00,0.00,88.49,OK,0,High Capacity,
2024,July-2024 ,7/8/2024,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 6,DADRI (NCTPP) UNIT 6,490,490,9.13,8.68,43.00,0.00,73.81,OK,0,Low Capacity,
2021,December-2021 ,12/27/2021,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,0,2.23,0.00,26.00,110.00,0.00,OK,0,Low Capacity,
2024,February-2024 ,2/5/2024,Assam,Assam,BONGAIGAON TPPUnit 3,BONGAIGAON TPP UNIT 3,250,250,5.45,5.34,36.00,0.00,89.00,OK,0,Low Capacity,
2023,Feb-2023,03-Feb-2023,Jharkhand,,NORTH KARANPURA TPP_Unit 2,NORTH KARANPURA TPP UNIT 2,0,0,0.29,0,0,0,0,,,,
2025,September-2025 ,9/18/2025,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,500,9.00,8.98,26.00,0.00,74.83,OK,0,Low Capacity,
2021,June-2021 ,6/10/2021,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 2,SINGRAULI STPS UNIT 2,200,200,4.60,4.68,7.00,0.00,97.50,OK,0,Low Capacity,
2025,March-2025 ,3/20/2025,Bihar,Bihar,BARH STPSUnit 4,BARH STPS UNIT 4,660,660,12.42,15.33,25.00,0.00,96.78,OK,0,High Capacity,
2025,September-2025 ,9/17/2025,Assam,Assam,BONGAIGAON TPPUnit 1,BONGAIGAON TPP UNIT 1,250,250,4.70,4.06,23.00,0.00,67.67,OK,0,Low Capacity,
2024,June-2024 ,6/8/2024,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 2,SIPAT STPS UNIT 2,660,660,14.17,15.78,16.00,0.00,99.62,OK,0,High Capacity,
2025,May-2025 ,5/17/2025,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,0,4.52,0.00,11.00,200.00,0.00,OK,0,Low Capacity,
2019,December-2019 ,12/29/2019,Himachal Pradesh,Himachal Pradesh,KOLDAM,KOLDAM,800,800,2.42,3.06,0.00,0.00,15.94,OK,0,High Capacity,
2019,July-2019 ,7/15/2019,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,0,10.58,0.00,10.00,500.00,0.00,OK,0,Low Capacity,
2021,May-2021 ,5/12/2021,Bihar,Bihar,BARAUNI TPSUnit 6,BARAUNI TPS UNIT 6,105,0,0.00,0.00,15.00,105.00,0.00,OK,0,Low Capacity,
2018,April-2018 ,4/23/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 2,UNCHAHAR TPS UNIT 2,210,210,3.63,4.80,0.00,0.00,95.24,OK,0,Low Capacity,
2024,August-2024 ,8/3/2024,West Bengal,West Bengal,FARAKKA STPSUnit 1,FARAKKA STPS UNIT 1,200,200,4.39,3.31,28.00,0.00,68.96,OK,0,Low Capacity,
2024,March-2024 ,3/9/2024,Bihar,Bihar,BARH STPSUnit 2,BARH STPS UNIT 2,660,0,12.19,0.00,14.00,660.00,0.00,OK,0,Low Capacity,
2024,October-2024 ,10/27/2024,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,11.58,10.77,8.00,0.00,89.75,OK,0,Low Capacity,
2021,July-2021 ,7/3/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 1,RAMAGUNDEM STPS UNIT 1,200,200,0.00,3.50,8.00,0.00,72.92,OK,0,Low Capacity,
2024,August-2024 ,8/25/2024,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,500,10.39,7.98,14.00,0.00,66.50,OK,0,Low Capacity,
2022,May-2022 ,5/24/2022,Bihar,Bihar,KAHALGAON TPSUnit 5,KAHALGAON TPS UNIT 5,500,500,11.52,9.74,8.00,0.00,81.17,OK,0,Low Capacity,
2022,Dec-2022,14-Dec-2022,Telangana,,TELANGANA STPP_Unit 2,TELANGANA STPP UNIT 2,0,0,0.26,0,0,0,0,,,,
2022,March-2022 ,3/10/2022,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 3,KORBA STPS UNIT 3,200,200,4.16,5.02,16.00,0.00,104.58,OK,0,Low Capacity,
2025,January-2025 ,1/23/2025,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,500,11.68,11.67,17.00,0.00,97.25,OK,0,Low Capacity,
2024,August-2024 ,8/6/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 12,VINDHYACHAL STPS UNIT 12,500,500,11.65,11.49,21.00,0.00,95.75,OK,0,Low Capacity,
2023,September-2023 ,9/7/2023,Telangana,Telangana,RAMAGUNDEM STPSUnit 5,RAMAGUNDEM STPS UNIT 5,500,500,10.93,8.31,2.00,0.00,69.25,OK,0,Low Capacity,
2021,January-2021 ,1/18/2021,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 6,RIHAND STPS UNIT 6,500,0,8.74,0.00,21.00,500.00,0.00,OK,0,Low Capacity,
2023,December-2023 ,12/29/2023,Telangana,Telangana,TELANGANA STPP PH-1Unit 1,TELANGANA STPP PH-1 UNIT 1,800,800,10.65,15.35,0.00,0.00,79.95,OK,0,High Capacity,
2025,September-2025 ,9/13/2025,Gujarat,Gujarat,KAWAS CCPP,KAWAS CCPP,656,222,2.43,5.67,0.00,434.10,36.00,OK,0,Low Capacity,
2025,August-2025 ,8/22/2025,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,8.55,9.61,16.00,0.00,80.08,OK,0,Low Capacity,
2022,December-2022 ,12/9/2022,Uttar Pradesh,Uttar Pradesh,AURAIYA CCPP,AURAIYA CCPP,663,0,1.33,0.48,0.00,663.36,3.01,OK,0,Low Capacity,
2024,February-2024 ,2/20/2024,Maharashtra,Maharashtra,MAUDA TPSUnit 2,MAUDA TPS UNIT 2,500,500,0.00,9.84,16.00,0.00,82.00,OK,0,Low Capacity,
2021,July-2021 ,7/3/2021,Maharashtra,Maharashtra,MAUDA TPSUnit 3,MAUDA TPS UNIT 3,660,660,3.58,10.18,27.00,0.00,64.27,OK,0,High Capacity,
2019,September-2019 ,9/9/2019,Bihar,Bihar,KAHALGAON TPSUnit 7,KAHALGAON TPS UNIT 7,500,500,9.97,11.26,4.00,0.00,93.83,OK,0,Low Capacity,
2020,December-2020 ,12/27/2020,Assam,Assam,BONGAIGAON TPPUnit 1,BONGAIGAON TPP UNIT 1,250,250,3.55,3.37,51.00,0.00,56.17,OK,0,Low Capacity,
2017,November-2017 ,11/4/2017,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,3.57,13.59,0.00,0.00,70.78,OK,0,High Capacity,
2024,April-2024 ,4/23/2024,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 2,KHARGONE STPP UNIT 2,660,660,11.47,12.37,37.00,0.00,78.09,OK,0,High Capacity,
2020,August-2020 ,8/25/2020,Maharashtra,Maharashtra,MAUDA TPSUnit 2,MAUDA TPS UNIT 2,500,0,6.19,0.00,52.00,500.00,0.00,OK,0,Low Capacity,
2022,August-2022 ,8/9/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 4,SIMHADRI UNIT 4,500,500,7.52,7.93,14.00,0.00,66.08,OK,0,Low Capacity,
2022,October-2022 ,10/13/2022,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 3,RIHAND STPS UNIT 3,500,500,9.74,11.49,21.00,0.00,95.75,OK,0,Low Capacity,
2021,October-2021 ,10/20/2021,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.03,4.82,9.00,0.00,100.42,OK,0,Low Capacity,
2022,December-2022 ,12/31/2022,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,800,4.61,13.03,12.00,0.00,67.86,OK,0,High Capacity,
2019,January-2019 ,1/6/2019,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,11.26,11.82,0.00,0.00,98.50,OK,0,Low Capacity,
2025,October-2025 ,10/13/2025,Bihar,Bihar,BARH STPSUnit 1,BARH STPS UNIT 1,660,0,11.19,0.00,18.00,660.00,0.00,OK,0,Low Capacity,
2018,January-2018 ,1/30/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 2,RIHAND STPS UNIT 2,500,500,10.00,11.21,0.00,0.00,93.42,OK,0,Low Capacity,
2022,May-2022 ,5/23/2022,Uttar Pradesh,Uttar Pradesh,DADRI CCPP,DADRI CCPP,830,130,3.36,0.00,0.00,699.59,0.00,Check,1,Low Capacity,
2022,September-2022 ,9/12/2022,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 5,TANDA TPS UNIT 5,660,660,10.03,11.10,12.00,0.00,70.08,OK,0,High Capacity,
2023,June-2026 ,6/20/2023,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,11.63,11.50,7.00,0.00,95.83,OK,0,Low Capacity,
2021,May-2021 ,5/6/2021,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 5,RIHAND STPS UNIT 5,500,500,11.45,11.23,15.00,0.00,93.58,OK,0,Low Capacity,
2021,February-2021 ,2/3/2021,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 3,TANDA TPS UNIT 3,110,110,1.43,1.80,26.00,0.00,68.18,OK,0,Low Capacity,
2019,October-2019 ,10/8/2019,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 7,KORBA STPS UNIT 7,500,500,10.39,10.99,1.00,0.00,91.58,OK,0,Low Capacity,
2023,May-2023 ,5/24/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 10,VINDHYACHAL STPS UNIT 10,500,0,11.61,1.83,19.00,500.00,15.25,OK,0,Low Capacity,
2023,January-2023 ,1/20/2023,Bihar,Bihar,BARH STPSUnit 5,BARH STPS UNIT 5,660,660,10.42,14.82,19.00,0.00,93.56,OK,0,High Capacity,
2018,May-2018 ,5/4/2018,Odisha,Odisha,TALCHER STPSUnit 2,TALCHER STPS UNIT 2,500,500,10.10,11.82,0.00,0.00,98.50,OK,0,Low Capacity,
2022,November-2022 ,11/30/2022,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,0,1.50,0.00,18.00,110.00,0.00,OK,0,Low Capacity,
2019,March-2019 ,3/12/2019,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 6,KORBA STPS UNIT 6,500,500,10.32,10.90,0.00,0.00,90.83,OK,0,Low Capacity,
2019,March-2019 ,3/14/2019,Bihar,Bihar,BARH IIUnit 5,BARH II UNIT 5,660,660,12.35,14.17,0.00,0.00,89.46,OK,0,High Capacity,
2022,July-2022 ,7/3/2022,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,500,9.94,11.07,23.00,0.00,92.25,OK,0,Low Capacity,
2023,March-2023 ,3/26/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 6,VINDHYACHAL STPS UNIT 6,210,210,4.65,4.87,24.00,0.00,96.63,OK,0,Low Capacity,
2025,April-2025 ,4/29/2025,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 1,SIMHADRI UNIT 1,500,500,9.57,9.48,8.00,0.00,79.00,OK,0,Low Capacity,
2021,Oct-2021,13-Oct-2021,Telangana,,TELANGANA STPP_Unit 1,TELANGANA STPP UNIT 1,0,0,0,0,0,0,0,,,,
2025,May-2025 ,5/6/2025,West Bengal,West Bengal,FARAKKA STPSUnit 4,FARAKKA STPS UNIT 4,500,500,10.52,7.66,29.00,0.00,63.83,OK,0,Low Capacity,
2023,June-2026 ,6/24/2023,Rajasthan,Rajasthan,ANTA CCPP,ANTA CCPP,419,89,0.40,4.20,0.00,330.62,41.73,OK,0,Low Capacity,
2020,July-2020 ,7/20/2020,Bihar,Bihar,BARAUNI TPSUnit 6,BARAUNI TPS UNIT 6,105,0,0.00,0.00,7.00,105.00,0.00,OK,0,Low Capacity,
2021,April-2021 ,4/1/2021,Bihar,Bihar,KAHALGAON TPSUnit 7,KAHALGAON TPS UNIT 7,500,500,7.13,11.04,0.00,0.00,92.00,OK,0,Low Capacity,
2025,September-2025 ,9/23/2025,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 7,KORBA STPS UNIT 7,500,500,11.50,10.42,10.00,0.00,86.83,OK,0,Low Capacity,
2024,December-2024 ,12/22/2024,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,3.94,3.78,14.00,0.00,78.75,OK,0,Low Capacity,
2020,January-2020 ,1/21/2020,Odisha,Odisha,TALCHER (OLD) TPSUnit 5,TALCHER (OLD) TPS UNIT 5,110,0,2.32,0.82,6.00,110.00,31.06,OK,0,Low Capacity,
2024,June-2024 ,6/23/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 6,RAMAGUNDEM STPS UNIT 6,500,500,10.97,9.22,18.00,0.00,76.83,OK,0,Low Capacity,
2023,September-2023 ,9/4/2023,Maharashtra,Maharashtra,MAUDA TPSUnit 3,MAUDA TPS UNIT 3,660,660,13.36,13.38,4.00,0.00,84.47,OK,0,High Capacity,
2020,August-2020 ,8/20/2020,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 5,UNCHAHAR TPS UNIT 5,210,210,3.03,2.96,28.00,0.00,58.73,OK,0,Low Capacity,
2023,September-2023 ,9/13/2023,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.63,4.89,8.00,0.00,101.88,OK,0,Low Capacity,
2024,December-2024 ,12/14/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 6,VINDHYACHAL STPS UNIT 6,210,210,4.94,4.46,18.00,0.00,88.49,OK,0,Low Capacity,
2025,June-2025 ,6/30/2025,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,0,0.00,0.00,30.00,500.00,0.00,OK,0,Low Capacity,
2022,June-2022 ,6/29/2022,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,250,2.47,3.70,10.00,0.00,61.67,OK,0,Low Capacity,
2024,July-2024 ,7/18/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,4.94,4.69,17.00,0.00,93.06,OK,0,Low Capacity,
2022,April-2022 ,4/7/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 10,VINDHYACHAL STPS UNIT 10,500,500,11.67,11.71,26.00,0.00,97.58,OK,0,Low Capacity,
2021,December-2021 ,12/18/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 7,RAMAGUNDEM STPS UNIT 7,500,500,9.35,9.26,14.00,0.00,77.17,OK,0,Low Capacity,
2022,March-2022 ,3/19/2022,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 4,TANDA TPS UNIT 4,110,110,2.42,1.80,10.00,0.00,68.18,OK,0,Low Capacity,
2018,February-2018 ,2/27/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 3,VINDHYACHAL STPS UNIT 3,210,210,4.00,4.94,0.00,0.00,98.02,OK,0,Low Capacity,
2023,Sep-2023,09-Sep-2023,Jharkhand,,NORTH KARANPURA TPP_Unit 3,NORTH KARANPURA TPP UNIT 3,0,0,0,0,25,0,0,,,,
2025,April-2025 ,4/11/2025,Maharashtra,Maharashtra,SOLAPUR STPSUnit 2,SOLAPUR STPS UNIT 2,660,660,10.83,9.36,15.00,0.00,59.09,OK,0,High Capacity,
2019,August-2019 ,8/11/2019,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,200,4.16,4.35,5.00,0.00,90.63,OK,0,Low Capacity,
2017,December-2017 ,12/8/2017,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 3,UNCHAHAR TPS UNIT 3,210,0,3.68,0.00,0.00,210.00,0.00,OK,0,Low Capacity,
2024,November-2024 ,11/16/2024,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 1,UNCHAHAR TPS UNIT 1,210,210,3.63,3.57,12.00,0.00,70.83,OK,0,Low Capacity,
2023,February-2023 ,2/10/2023,Karnataka,Karnataka,KUDGI STPPUnit 3,KUDGI STPP UNIT 3,800,800,5.89,12.88,6.00,0.00,67.08,OK,0,High Capacity,
2024,August-2024 ,8/18/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,4.42,3.28,21.00,0.00,68.33,OK,0,Low Capacity,
2018,October-2018 ,10/9/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,500,10.45,5.58,0.00,0.00,46.50,OK,0,Low Capacity,
